age,education-num,marital-status,occupation,sex,capital-gain,native-country
44,9,0,0,0,0,38
26,10,2,0,0,0,38
59,11,0,9,1,0,38
59,11,2,11,1,7298,38
36,13,2,9,1,0,38
31,12,2,0,0,0,38
41,11,2,11,1,0,38
23,10,4,6,1,0,38
36,9,2,10,1,7688,38
39,15,2,9,1,0,38
49,14,4,9,0,4650,38
21,10,4,11,0,0,38
43,13,2,0,0,0,29
39,9,2,11,1,0,38
39,10,4,6,1,0,38
28,9,4,3,0,0,38
38,11,2,12,0,0,38
34,10,2,13,1,4064,38
20,10,4,9,0,0,38
47,9,2,0,0,0,17
66,11,2,9,1,0,38
44,11,2,0,1,7298,38
40,15,2,9,1,0,38
30,9,2,6,1,0,38
38,9,4,9,1,0,38
30,13,2,3,1,0,38
49,9,2,13,1,0,38
35,9,1,0,0,0,38
31,13,2,0,0,0,38
36,9,0,13,0,0,38
33,15,2,9,1,0,38
49,6,4,7,0,0,28
45,10,2,0,1,0,32
43,14,2,9,1,0,38
28,9,4,0,0,0,38
38,15,2,9,1,0,38
60,10,2,3,1,0,38
34,6,2,4,1,0,38
25,9,5,7,1,0,38
46,14,2,9,1,15024,38
51,11,2,3,1,0,38
45,9,4,0,1,3325,38
36,9,2,2,1,3103,38
33,13,2,9,1,0,38
44,12,0,9,0,0,38
64,9,6,7,0,0,38
55,6,2,7,0,0,38
71,3,2,13,1,0,38
46,9,2,5,1,0,38
55,13,2,3,1,0,38
45,10,2,2,1,0,38
31,9,2,8,1,5178,38
53,9,2,2,1,5178,38
36,10,5,0,1,0,38
28,9,2,6,0,0,38
51,5,2,13,1,0,38
26,14,3,9,0,0,38
42,12,0,0,0,0,38
46,14,2,3,1,0,38
61,13,2,3,1,0,38
40,9,2,3,1,0,38
51,9,2,1,1,15024,38
32,10,2,7,1,0,38
33,5,2,2,1,0,25
43,11,2,1,0,0,29
41,10,4,10,1,0,38
40,13,4,9,0,0,38
41,15,2,9,1,0,38
28,10,4,11,0,0,38
41,13,2,12,1,0,38
64,11,2,11,1,0,38
46,13,4,9,0,0,38
43,10,2,3,1,0,38
22,10,4,0,1,0,38
30,10,2,0,1,0,38
29,10,2,3,1,0,38
20,9,2,5,1,0,38
33,13,2,3,1,0,38
60,10,2,0,1,7298,38
51,14,2,9,0,0,38
27,10,2,7,1,0,38
43,13,0,0,0,0,38
35,10,0,0,0,0,38
43,9,2,2,1,0,38
43,13,2,3,1,0,38
43,13,2,3,1,7298,38
39,9,4,5,1,0,38
23,9,0,2,1,4650,20
47,10,2,2,1,0,38
52,11,2,3,1,0,38
22,12,4,0,1,0,38
40,10,2,0,0,0,38
20,6,4,7,1,0,38
18,7,4,5,1,0,38
32,10,4,3,1,0,38
38,9,1,5,1,0,38
45,9,2,11,1,0,35
34,10,2,3,1,0,38
38,13,2,11,1,0,38
38,7,2,2,1,0,38
57,9,2,3,1,0,38
40,14,4,9,1,0,38
54,16,3,3,0,0,38
54,9,2,2,1,0,38
51,10,2,3,1,0,38
36,6,4,2,1,0,38
39,13,2,9,1,7688,38
37,7,2,2,1,0,38
45,9,0,0,0,0,1
28,10,4,3,0,0,22
44,14,4,9,0,0,38
35,13,4,0,0,0,38
50,9,6,6,0,0,38
47,10,4,0,0,0,38
34,14,2,3,1,3103,18
30,10,4,11,0,0,38
55,9,2,7,1,0,38
34,9,4,6,0,0,38
41,13,2,3,1,0,38
32,10,2,13,1,0,38
38,9,2,0,1,0,37
59,9,2,4,1,0,38
58,13,6,3,0,27828,38
51,9,2,6,1,0,38
45,16,2,9,1,0,38
20,9,4,0,1,0,38
18,9,4,4,1,0,38
25,10,0,0,0,0,38
28,9,2,2,1,0,38
36,14,2,9,1,0,38
39,9,2,0,0,0,38
44,9,2,4,1,0,38
47,13,2,10,1,0,38
47,9,1,3,0,0,38
36,13,2,11,1,0,38
31,12,0,0,0,0,38
39,6,6,6,1,0,38
68,14,4,9,0,3273,38
51,13,2,3,1,0,38
19,9,4,12,0,0,38
50,16,2,9,1,0,38
52,9,2,11,1,99999,38
29,9,5,7,0,0,38
34,10,2,3,1,0,38
52,13,3,7,0,0,13
40,12,2,10,1,15024,38
43,14,2,9,1,15024,38
37,11,5,9,0,0,38
61,10,2,9,1,0,38
40,14,2,3,1,0,38
67,7,6,7,0,0,38
46,11,2,6,1,0,38
42,15,2,9,1,0,38
57,10,0,0,0,0,38
41,14,2,9,1,0,38
38,10,0,3,0,0,38
41,8,2,10,1,0,38
25,6,2,2,1,0,25
33,15,2,9,0,0,38
54,9,2,11,1,0,38
52,14,2,9,1,0,38
34,13,2,3,1,0,38
36,9,4,7,1,0,38
45,15,2,3,1,0,38
41,9,2,2,1,0,38
41,13,2,9,1,0,38
59,5,2,2,1,0,38
51,13,0,9,1,15021,38
36,9,2,11,1,0,4
50,10,2,0,1,0,38
32,6,5,7,0,0,38
22,9,4,0,0,0,38
52,9,2,6,1,2105,38
35,9,2,0,0,0,38
26,9,2,11,1,0,38
68,9,2,4,1,2414,38
38,16,2,9,1,0,38
43,14,0,3,0,0,38
18,9,4,6,0,0,38
37,14,4,3,1,0,38
43,12,0,2,1,0,38
57,9,5,11,0,0,38
24,9,4,7,1,0,25
32,10,2,11,1,0,38
41,5,2,0,0,0,16
25,9,4,0,0,0,38
42,9,5,13,1,0,38
35,9,0,7,0,0,38
39,16,2,9,1,0,38
52,14,4,9,0,0,38
26,13,2,11,1,0,38
40,13,2,3,1,0,38
39,9,2,6,1,0,38
47,7,0,7,0,0,38
53,9,2,6,1,0,38
41,9,2,0,1,0,38
27,14,4,9,1,0,38
58,9,2,6,1,0,38
38,4,0,11,0,0,38
35,10,2,6,1,0,38
41,14,0,9,1,7430,38
29,13,4,3,0,0,38
64,9,2,3,1,0,38
50,10,2,3,1,0,9
41,13,2,9,1,0,38
47,13,2,3,1,0,38
29,9,0,2,1,0,38
18,10,4,7,0,0,38
35,11,0,9,0,0,38
25,12,2,0,0,0,38
30,13,4,0,0,0,38
31,11,4,7,0,0,38
58,10,2,11,0,15024,38
51,13,2,9,1,0,38
30,13,4,11,1,0,38
53,9,4,0,1,0,38
44,9,2,2,1,0,38
27,11,4,5,0,0,38
35,9,2,2,1,0,38
18,9,4,5,1,0,38
38,10,0,9,0,0,38
25,13,4,12,0,0,29
37,13,2,3,1,0,38
23,9,4,11,1,0,38
53,6,2,7,1,0,38
53,13,4,7,1,0,1
31,9,4,0,0,0,38
56,5,2,11,1,0,38
55,14,2,9,1,0,38
47,12,2,0,0,0,38
41,10,2,6,1,0,38
48,10,2,11,1,0,38
39,11,2,12,1,0,29
60,13,1,7,1,14084,38
48,9,2,2,1,0,38
37,9,0,5,1,0,7
30,9,4,13,1,0,38
47,14,2,3,1,99999,38
43,10,2,3,1,15024,38
46,13,2,11,1,0,38
33,10,4,9,1,0,38
47,10,2,6,1,0,38
34,13,2,9,1,0,38
34,13,0,13,1,0,38
69,2,2,0,1,0,29
21,9,4,10,1,0,38
26,10,4,0,0,0,38
25,10,2,11,1,0,38
46,15,2,9,1,99999,38
54,9,2,9,1,0,38
32,9,0,12,0,1471,38
51,2,2,2,1,0,25
29,10,4,5,1,0,38
67,14,2,3,1,0,38
39,10,0,3,0,0,38
45,13,2,9,1,0,38
56,9,2,3,1,0,38
51,10,2,9,1,0,38
61,9,2,3,1,0,38
32,9,2,3,1,5178,38
55,13,2,3,1,0,38
51,10,2,3,1,0,38
22,10,4,3,1,0,38
22,13,4,3,0,0,38
43,13,2,9,1,0,38
50,13,2,2,1,0,38
36,13,2,3,1,0,38
23,9,4,2,1,0,38
40,14,2,3,1,0,38
44,13,0,7,1,0,2
39,14,2,9,1,0,38
44,13,4,7,1,0,38
52,14,2,3,1,0,11
40,13,2,9,0,0,38
39,10,2,2,1,0,38
45,13,2,3,1,0,38
31,14,4,9,1,0,38
19,10,4,0,0,0,38
45,10,2,3,1,0,38
26,13,4,9,0,0,38
36,15,2,9,1,0,38
60,10,0,3,0,0,38
46,13,2,3,1,0,38
35,14,2,11,1,0,38
42,10,0,0,0,0,38
31,3,4,7,1,0,25
47,9,2,2,1,0,38
28,10,2,6,1,0,38
46,14,2,2,1,0,38
30,13,2,9,0,0,38
56,10,2,12,1,0,38
72,9,2,4,1,0,38
54,10,2,2,1,0,38
51,14,2,11,1,0,38
45,13,0,8,1,0,38
40,7,4,6,0,0,5
33,12,1,3,1,0,38
24,13,4,3,0,0,38
39,9,2,2,1,0,38
49,9,2,6,1,0,38
48,9,2,3,1,0,38
30,11,2,11,0,0,1
41,13,2,9,1,0,38
51,10,2,3,1,0,38
40,14,2,3,1,0,38
39,9,2,9,0,0,38
22,13,4,0,1,0,38
51,14,2,2,1,7298,38
59,13,2,3,1,0,38
30,9,2,6,1,5013,38
35,9,0,2,0,0,38
40,14,4,12,0,0,38
37,9,2,3,1,0,38
38,11,2,12,0,0,38
72,9,2,0,1,0,38
45,9,0,0,0,0,38
48,9,2,0,1,0,38
47,3,4,8,0,0,7
23,13,4,12,1,0,38
38,10,0,3,0,0,38
45,10,2,0,0,0,38
32,10,2,9,0,0,38
34,6,4,4,1,0,38
61,16,2,9,1,0,38
25,9,2,5,1,0,38
41,9,2,3,1,0,38
51,9,2,6,1,0,38
36,13,2,11,1,0,38
30,4,2,2,1,0,38
20,7,4,13,1,0,12
50,10,2,2,1,0,38
29,9,2,0,0,0,38
27,9,2,11,0,3464,38
54,10,2,10,1,0,38
37,11,4,7,0,0,38
38,15,4,9,0,14084,38
48,14,2,9,1,0,38
47,11,2,0,0,0,38
46,11,2,2,1,0,38
48,9,2,6,1,3103,38
29,9,2,6,1,0,38
57,9,2,6,1,0,38
31,9,4,2,1,0,38
44,13,2,3,1,0,38
59,9,2,2,1,0,38
34,13,2,3,1,0,38
20,10,4,4,1,0,38
45,13,2,3,1,0,38
32,9,2,5,1,5178,38
29,13,4,12,1,0,38
46,9,4,2,0,0,38
36,12,5,3,1,0,38
27,9,2,2,1,0,38
26,13,4,2,1,0,38
47,11,2,2,1,5013,38
31,11,2,10,0,4386,38
57,13,2,11,1,0,38
31,9,0,0,0,0,38
47,14,2,9,1,0,38
42,10,2,6,1,0,38
58,13,2,3,1,0,38
25,10,0,12,0,0,38
42,13,2,9,1,7688,38
36,9,0,6,1,0,38
49,11,2,9,1,0,10
36,9,2,2,1,0,38
57,9,2,2,1,0,38
42,11,2,2,1,2885,38
48,14,2,9,1,0,38
34,13,5,3,0,0,38
61,6,0,11,0,0,38
27,9,0,11,0,0,38
20,10,4,5,1,0,38
34,9,2,12,1,0,38
47,11,2,3,1,0,38
27,14,4,11,1,0,38
24,10,4,11,0,0,38
39,9,2,3,1,0,38
18,9,4,4,1,0,38
47,9,2,0,0,0,38
52,16,2,3,1,0,38
48,14,2,9,1,0,38
28,13,4,0,1,0,38
48,9,2,2,1,7298,38
36,9,4,13,1,0,38
32,10,4,2,1,0,38
90,9,4,7,1,0,38
35,9,2,4,1,0,38
34,14,2,3,1,7298,35
46,9,2,0,0,0,38
59,10,2,6,1,0,38
28,6,4,5,1,0,25
30,9,4,6,1,0,38
39,13,2,3,1,15024,38
45,9,2,7,1,0,38
59,12,0,12,1,0,38
27,9,2,11,0,0,38
54,16,2,3,1,0,38
45,9,2,2,1,0,39
26,9,2,0,0,0,38
51,10,0,3,0,0,38
53,13,2,7,1,7688,38
19,9,4,0,1,0,38
42,10,2,9,1,0,38
41,13,4,3,1,0,38
64,5,2,2,1,0,38
27,9,2,2,1,0,38
41,10,2,3,1,99999,38
41,11,0,2,0,0,38
26,14,4,3,1,0,38
42,11,2,9,1,0,38
43,9,4,5,1,0,30
57,9,2,13,1,0,38
39,10,0,5,1,0,38
37,10,2,0,1,0,38
52,9,4,3,0,0,38
28,14,2,9,0,0,38
38,12,2,13,1,0,38
28,13,2,3,1,0,38
57,14,2,9,1,0,38
69,16,2,3,1,0,38
37,7,2,7,1,0,38
50,10,2,11,1,0,38
38,10,4,0,0,0,38
66,9,2,3,1,0,38
54,9,2,2,1,0,38
22,9,4,3,0,0,38
21,11,4,0,0,0,38
48,9,2,2,1,7298,38
55,14,0,9,0,0,38
39,6,2,2,1,0,38
43,13,4,9,0,0,38
37,9,2,9,1,0,38
30,12,5,7,0,0,38
55,13,2,3,1,0,38
53,2,2,13,1,0,38
61,5,0,7,1,0,38
35,9,0,2,1,0,38
38,9,2,11,1,0,38
46,10,2,13,1,0,38
59,9,5,10,0,0,38
34,13,2,3,1,7688,38
31,10,2,6,1,0,37
48,10,4,0,1,0,38
30,9,4,5,1,0,38
33,13,0,3,0,0,38
37,10,0,0,0,0,38
31,10,4,3,1,0,38
42,14,2,9,1,0,38
27,12,2,2,1,0,38
60,10,2,5,1,0,38
58,9,2,3,0,7688,38
31,6,0,7,1,0,38
43,13,2,9,1,0,38
20,10,4,7,1,0,38
31,13,2,10,1,0,38
48,11,2,12,1,0,38
29,9,0,6,1,0,38
45,13,2,9,1,0,38
54,9,2,0,1,0,38
39,9,4,5,1,0,38
57,10,1,3,0,0,38
45,14,2,9,1,0,38
68,12,0,3,0,0,38
37,14,0,9,1,0,38
23,13,4,11,0,0,38
29,9,2,2,1,0,38
36,9,2,12,1,0,38
68,10,4,0,0,0,38
24,10,4,0,1,0,38
39,10,2,13,1,0,27
28,9,4,6,0,0,38
46,13,2,9,1,0,38
54,13,0,3,1,0,38
37,9,2,9,0,0,38
28,12,0,9,0,0,38
36,10,0,3,0,0,38
32,11,2,12,1,0,38
58,10,2,11,1,0,38
48,14,0,3,0,9562,38
46,10,2,4,1,0,38
58,4,0,6,1,0,38
44,10,2,2,1,7688,38
38,13,2,10,1,7688,38
55,10,2,13,1,0,38
28,9,4,7,1,0,25
46,7,2,2,1,0,38
45,10,2,13,1,0,38
33,10,2,12,1,0,38
53,11,0,0,0,2202,38
26,9,2,13,1,0,38
62,14,2,2,1,0,38
43,14,0,9,1,0,38
55,11,2,9,1,0,10
20,10,4,4,1,0,38
45,13,2,9,1,0,38
36,13,4,9,1,0,38
38,9,2,0,1,0,38
29,13,4,9,0,8614,38
22,10,4,10,0,0,38
50,13,0,10,1,0,38
28,4,2,11,1,0,38
24,10,4,5,1,0,38
61,15,2,9,1,0,38
41,12,2,0,1,3103,29
29,9,2,7,0,0,38
27,10,4,0,0,0,38
47,10,0,9,0,0,38
48,13,2,9,1,15024,38
43,10,2,11,1,0,38
50,13,5,11,1,0,38
49,10,2,0,1,0,38
60,6,2,5,1,0,38
50,9,2,5,1,0,38
30,9,2,9,1,0,38
65,7,0,6,1,0,38
24,9,3,13,1,0,28
41,13,2,3,0,0,23
47,6,2,2,1,0,38
30,10,2,2,1,0,38
52,9,0,11,1,0,38
42,14,0,9,0,0,38
44,13,2,3,1,7688,38
19,10,4,9,1,0,38
28,9,4,0,1,0,38
30,13,2,11,1,0,38
30,10,4,2,1,0,38
47,10,2,12,1,0,38
50,9,2,10,1,0,38
27,13,2,2,1,0,38
33,9,2,6,0,0,38
46,10,2,2,1,15024,38
42,9,2,11,1,0,38
48,13,2,3,1,0,38
46,13,2,9,1,0,38
37,9,4,0,1,0,38
27,10,6,0,0,0,38
59,10,4,9,1,0,38
26,9,2,2,1,0,38
47,9,2,2,1,0,38
28,13,2,9,0,0,4
51,9,2,3,1,0,38
59,13,2,9,0,0,38
22,10,5,7,0,0,38
56,13,2,2,1,0,38
30,13,2,3,1,0,38
20,10,4,7,1,0,38
46,10,4,0,0,0,38
40,9,4,3,0,0,38
50,13,0,3,1,0,38
35,10,2,10,1,0,38
21,5,4,0,1,0,38
45,13,0,3,1,0,38
47,14,2,9,1,7688,38
29,16,2,9,1,0,38
47,15,2,9,1,0,38
61,9,2,6,1,0,38
57,10,2,11,1,0,38
41,9,2,7,1,0,38
42,10,4,7,0,0,38
34,13,2,3,1,0,38
35,14,4,9,1,0,38
33,11,2,10,1,0,38
40,13,2,11,1,0,38
58,10,4,0,0,0,38
42,12,2,2,1,0,38
32,10,4,11,0,0,38
32,10,2,2,1,7298,38
36,10,2,2,0,7298,38
44,10,2,3,1,0,38
52,3,2,2,1,0,25
69,13,2,3,1,99999,38
36,13,0,9,1,0,38
21,10,4,0,0,0,38
53,13,2,11,1,0,38
35,10,2,11,1,0,38
36,9,2,6,1,0,38
33,9,2,2,1,0,38
21,9,4,2,1,0,38
51,9,1,3,0,99999,38
45,9,2,12,0,5178,38
32,9,2,11,0,0,38
43,9,4,5,1,0,38
38,10,2,3,0,0,38
45,10,2,12,1,7298,38
29,9,2,2,1,0,38
65,13,2,3,1,0,21
37,10,2,2,1,0,38
53,9,2,1,0,7688,38
28,13,2,9,1,0,38
37,14,2,9,1,0,38
29,14,0,9,1,10520,38
20,9,4,0,0,0,38
36,9,2,7,0,0,34
33,9,5,2,1,0,16
38,10,4,9,0,4787,38
27,9,0,0,0,0,38
37,10,3,0,0,0,38
38,13,0,11,0,1151,38
44,9,0,0,0,0,38
30,9,2,2,1,0,38
49,9,2,2,1,0,38
22,9,4,7,1,0,38
48,6,2,4,1,0,38
37,14,0,3,0,0,38
58,13,0,3,0,0,38
27,13,2,3,1,0,38
51,14,6,11,1,0,7
51,10,2,9,1,0,38
19,9,4,11,1,0,38
17,8,4,0,1,0,38
43,13,2,0,1,0,38
55,11,2,13,1,5178,38
42,13,4,0,0,99999,38
48,9,0,3,0,0,38
34,9,0,2,1,0,38
36,13,2,9,1,0,38
71,8,4,7,0,0,38
26,7,2,0,1,0,38
35,9,4,6,1,0,38
26,13,4,11,1,0,38
49,13,2,11,1,0,38
23,9,4,6,1,0,38
44,12,2,0,1,0,38
60,9,2,10,1,0,38
33,9,2,2,1,0,38
26,12,4,11,1,10520,38
28,9,4,0,0,0,25
47,9,2,6,1,3103,36
58,9,0,0,0,0,38
48,9,2,13,1,0,38
22,13,4,9,0,0,38
21,10,4,11,0,0,38
51,6,6,13,0,0,38
39,9,2,0,0,0,38
49,14,2,3,1,15024,38
29,10,4,5,1,0,38
57,11,6,0,0,0,38
19,9,4,11,0,0,38
43,10,2,2,1,0,38
27,13,4,12,0,0,38
68,11,6,3,0,0,38
34,13,2,9,0,0,28
67,13,2,3,1,0,38
30,13,2,7,0,0,29
58,10,2,11,1,0,38
44,9,2,10,1,0,38
56,16,2,9,1,0,38
40,12,2,9,1,7298,38
48,13,2,3,1,0,38
54,6,2,2,1,0,38
46,6,3,7,1,0,2
47,14,2,11,1,0,38
35,7,2,11,0,0,38
44,9,0,7,0,0,38
56,14,0,0,0,0,38
36,9,2,2,1,0,38
52,11,2,3,1,0,38
47,14,2,3,1,0,38
43,14,2,3,1,0,38
31,6,2,12,1,0,38
44,13,2,9,1,7688,38
48,10,0,3,1,0,38
32,13,2,3,1,0,38
35,13,2,9,0,0,18
57,9,6,13,1,0,38
48,10,2,11,1,0,38
28,13,2,11,1,0,38
50,13,2,3,1,0,38
19,9,4,11,1,0,38
63,13,2,13,1,0,4
24,11,4,6,1,0,38
40,10,4,0,0,0,38
36,7,2,13,1,0,38
50,4,0,7,0,0,38
44,11,2,5,1,0,38
27,7,2,11,1,0,38
53,10,2,12,1,0,38
37,13,2,12,1,0,38
36,9,2,12,1,0,38
20,10,4,7,1,0,38
50,5,2,2,1,0,38
41,13,2,8,0,0,13
30,10,2,11,1,0,38
53,9,6,2,1,0,38
22,3,2,2,1,0,25
33,9,2,11,1,0,38
60,14,2,9,1,0,38
40,9,2,3,1,0,38
29,10,4,0,0,0,38
46,9,5,6,0,0,38
30,9,2,12,1,0,38
35,13,2,3,0,0,38
62,14,2,11,1,0,38
31,6,2,6,1,0,38
51,13,2,12,1,0,38
34,9,5,0,1,0,38
47,14,0,9,0,0,38
50,10,2,2,1,0,38
44,12,0,12,0,0,38
38,9,2,2,1,0,38
38,13,3,0,0,0,20
39,16,2,9,1,0,38
53,9,2,2,1,0,38
41,9,0,5,1,0,38
50,13,2,0,1,0,38
46,9,2,7,1,7298,38
45,4,0,0,1,0,38
19,10,4,0,1,0,38
40,15,2,9,1,99999,38
42,14,2,3,1,0,38
36,9,2,3,1,0,38
30,10,4,2,1,0,38
31,10,2,2,1,0,38
38,15,2,9,1,0,38
34,13,2,3,1,0,38
43,9,2,2,1,0,38
21,6,2,5,1,0,38
45,13,2,11,1,0,38
44,9,0,0,0,0,38
55,5,4,0,0,0,38
41,13,4,9,0,0,38
55,10,2,3,0,0,38
42,10,2,2,1,0,38
30,14,2,3,1,0,38
53,16,2,9,1,0,38
52,9,0,0,0,0,38
35,9,4,2,1,0,38
39,14,0,9,0,1506,38
25,9,4,8,0,0,38
35,14,4,9,1,0,38
40,10,4,11,1,0,38
40,9,2,2,1,7688,38
36,9,2,13,1,0,38
32,13,4,9,1,0,38
59,16,2,9,1,0,38
30,9,2,2,1,0,38
66,5,2,0,1,0,38
48,6,2,3,1,0,38
53,10,2,10,1,0,38
36,9,4,13,1,0,38
44,9,2,6,1,0,38
38,14,4,9,1,0,38
46,13,2,4,0,7688,23
20,11,4,11,0,0,38
29,10,2,2,1,0,38
20,10,4,9,0,0,38
41,9,2,2,1,0,38
44,10,2,12,1,0,38
33,9,2,3,0,0,38
39,13,0,3,0,0,38
33,10,2,13,1,0,38
66,14,2,11,1,0,38
36,9,5,0,1,0,3
45,13,2,3,1,0,38
32,13,2,9,1,0,38
32,13,4,0,0,0,38
36,10,2,2,1,0,38
57,13,1,1,0,14084,38
28,7,4,2,1,0,38
65,7,2,13,1,0,38
31,11,4,4,1,0,38
59,10,2,2,1,0,38
30,12,4,8,0,4787,38
41,14,2,11,0,0,38
47,9,0,6,0,0,38
60,6,2,2,1,0,38
18,10,4,0,1,0,38
40,9,6,6,0,0,38
37,8,5,8,0,0,38
80,14,2,8,1,0,38
30,9,4,5,1,0,38
46,9,0,3,0,0,38
30,9,2,2,1,3411,38
46,13,6,3,0,0,38
41,10,3,11,0,0,38
38,9,2,2,1,0,38
46,9,2,0,0,0,38
49,10,2,0,1,0,38
43,9,0,6,0,0,38
39,14,2,9,0,7688,38
40,14,4,9,0,0,38
37,13,2,3,1,0,38
40,9,2,2,1,0,38
56,13,2,9,1,15024,38
30,11,2,10,1,0,38
50,13,2,9,0,0,38
24,10,4,0,0,0,38
18,9,4,0,0,0,38
43,9,2,2,1,0,38
49,14,2,3,1,15024,6
39,9,2,2,1,0,38
55,13,2,9,1,0,38
46,9,2,13,1,0,38
44,13,2,11,1,7688,38
32,9,2,2,1,3103,38
35,9,2,2,1,0,38
28,9,2,5,1,0,38
29,10,2,13,1,0,38
42,9,1,0,1,14344,38
39,12,2,0,0,0,38
38,13,2,11,1,0,38
34,15,4,9,1,0,38
63,15,2,0,1,0,38
42,13,2,3,1,0,38
33,9,0,6,0,0,38
37,10,5,5,1,0,38
38,9,2,7,1,0,38
61,10,2,0,1,0,38
36,12,4,11,1,10520,38
31,10,2,10,0,0,27
36,13,4,3,1,0,38
45,13,2,3,1,0,38
21,10,4,11,1,0,3
37,9,2,2,1,0,38
29,13,4,9,1,0,38
29,9,2,12,1,5178,38
32,13,4,0,1,0,38
36,9,5,11,0,0,38
48,9,5,0,0,914,38
32,9,2,3,0,0,38
29,13,2,3,1,0,40
48,10,4,3,0,0,20
43,13,2,9,1,0,38
42,5,2,2,1,0,25
63,6,2,6,1,0,38
27,9,4,2,1,0,38
36,10,2,10,1,0,38
24,9,4,0,1,0,38
47,9,2,13,1,0,38
48,14,2,9,1,0,4
60,14,2,3,1,0,38
47,11,2,9,1,0,38
43,13,2,3,1,0,38
38,9,0,6,1,0,38
31,10,2,2,1,4386,38
33,7,2,2,1,0,38
48,16,0,9,1,0,38
24,10,4,0,0,0,38
54,11,5,6,1,10520,38
39,9,2,3,1,0,38
35,13,4,3,1,0,38
41,9,2,13,1,0,38
54,13,2,3,1,0,38
52,13,0,3,1,0,38
49,15,0,3,0,0,38
64,9,0,8,0,0,38
35,9,2,5,1,0,38
36,9,2,2,1,0,38
42,10,5,0,0,0,38
34,9,2,13,1,0,38
49,8,0,6,0,0,38
52,5,2,7,0,0,38
38,15,2,9,1,0,38
63,13,4,0,1,0,38
45,13,2,9,1,0,38
60,10,2,9,1,7298,38
33,9,4,2,1,0,38
44,13,2,9,1,0,38
41,9,2,2,1,7298,38
50,9,2,0,0,0,38
21,10,4,0,1,0,12
30,10,2,5,1,0,30
31,10,4,7,0,0,38
26,9,4,3,1,0,38
35,12,2,12,1,0,38
31,9,2,13,1,0,38
56,4,2,2,1,0,38
46,10,0,9,0,0,38
37,6,2,7,0,2635,38
34,13,2,9,1,0,38
65,10,6,0,0,2346,38
55,9,0,0,0,0,38
27,9,0,0,1,4865,38
30,13,4,3,0,0,38
62,10,6,10,0,0,38
37,14,2,9,0,99999,38
32,13,2,3,1,4064,38
50,9,3,5,0,0,38
33,6,4,6,0,0,38
36,13,2,9,0,0,38
21,7,4,2,1,0,38
46,13,0,11,0,0,38
51,9,2,0,0,3908,38
33,10,4,0,0,0,38
53,9,0,2,1,0,38
38,14,2,9,1,0,38
21,12,4,7,0,0,38
34,13,2,9,1,0,38
40,10,2,9,1,0,38
46,10,2,7,1,0,38
38,5,2,7,0,0,2
60,9,2,7,0,0,38
29,9,2,7,1,0,38
47,10,2,11,1,0,38
24,13,4,11,1,0,38
41,11,2,12,1,0,38
50,12,2,12,1,7298,38
54,14,2,9,1,0,38
28,6,2,2,1,0,38
27,10,2,13,1,0,6
18,9,4,0,0,0,38
33,16,2,9,1,0,38
37,11,2,8,0,7688,23
43,14,0,9,0,0,38
46,13,2,11,1,0,38
33,13,2,0,1,0,38
49,10,2,2,1,0,38
47,15,2,9,1,99999,38
64,10,4,13,1,0,38
43,6,2,13,1,0,40
55,15,0,6,1,25236,38
28,2,4,8,0,0,25
51,13,2,10,1,0,1
46,13,2,9,1,7688,38
51,12,2,11,1,5178,38
49,13,2,2,1,0,38
23,13,4,9,0,0,38
28,6,4,6,0,0,38
64,9,2,4,1,0,38
71,9,2,3,1,0,38
58,11,2,3,1,15024,38
29,9,2,11,1,5178,38
44,9,2,2,1,7298,8
43,9,4,7,0,0,38
59,9,0,7,0,0,38
26,14,4,9,1,8614,38
32,6,4,2,1,0,38
47,10,2,11,1,0,38
53,14,2,9,1,0,38
56,9,2,5,1,5178,38
58,2,2,7,1,0,4
36,12,2,2,1,0,38
36,10,2,3,1,0,38
56,13,4,3,0,0,38
41,9,4,6,0,1831,28
42,10,5,6,0,0,38
31,14,4,9,0,14084,38
50,14,2,3,1,0,38
25,7,3,5,0,0,25
30,9,2,2,1,0,38
48,14,2,9,1,0,38
26,12,2,0,0,0,38
44,10,2,6,1,0,38
30,6,0,7,1,0,38
41,10,0,2,1,0,38
29,9,3,13,1,0,18
37,9,4,7,1,0,38
40,16,2,9,1,0,38
49,10,2,12,1,0,38
21,9,2,0,1,0,38
30,13,4,0,0,0,38
65,10,2,3,1,2290,38
26,10,2,0,0,0,38
24,11,4,0,0,0,29
31,13,2,9,1,0,38
29,13,4,9,1,0,38
35,13,2,11,1,0,38
50,13,2,3,1,0,38
34,9,4,13,1,0,38
45,9,0,7,0,0,38
66,11,6,9,0,0,38
38,5,0,2,1,0,38
28,9,5,11,0,0,38
22,9,4,2,1,0,38
34,13,2,3,1,0,38
24,10,4,7,0,0,1
22,3,2,6,0,0,25
60,5,2,6,1,2228,38
60,14,4,9,0,4787,38
41,10,0,3,1,4650,38
58,9,2,3,1,0,38
27,10,2,7,0,0,38
41,4,2,7,1,0,38
39,13,2,11,1,0,38
54,14,0,9,1,0,38
75,14,3,9,1,0,38
40,9,0,12,0,0,38
21,8,4,4,1,0,38
35,13,2,9,0,0,18
40,10,4,6,1,0,38
50,9,0,9,1,0,38
25,9,4,2,1,0,4
49,13,2,6,1,0,38
43,10,0,6,0,0,38
24,9,2,5,0,4386,38
24,13,4,0,1,0,38
34,10,2,3,1,0,38
38,13,2,9,1,0,38
