ID,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,disbursement_method,debt_settlement_flag,issue_d_month,issue_d_year,earliest_cr_line_month,earliest_cr_line_year,last_pymnt_d_month,last_pymnt_d_year,last_credit_pull_d_month,last_credit_pull_d_year
34351,20000.0,20000.0,20000.0, 60 months,12.98,454.86,< 1 year,MORTGAGE,98000.0,Not Verified,Current,n,debt_consolidation,GA,26.44,0.0,740.0,744.0,1.0,19.0,0.0,20244.0,29.6,31.0,f,19030.3,19030.3,1805.02,1805.02,969.7,835.32,0.0,0.0,0.0,454.86,784.0,780.0,0.0,1.0,Individual,0.0,0.0,358027.0,68300.0,8.0,18844.0,37047.0,30.5,0.0,0.0,130.0,244.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,4.0,8.0,10.0,10.0,11.0,17.0,4.0,19.0,0.0,0.0,0.0,3.0,100.0,12.5,0.0,0.0,445158.0,163815.0,53300.0,158222.0,N,Cash,N,10,2018,6,1998,2,2019,2,2019
89272,20000.0,20000.0,20000.0, 36 months,7.89,625.72,7 years,MORTGAGE,95000.0,Source Verified,Fully Paid,n,debt_consolidation,NY,24.91,0.0,730.0,734.0,0.0,19.0,0.0,12293.0,23.3,41.0,w,0.0,0.0,21533.848099984494,21533.85,20000.0,1533.85,0.0,0.0,0.0,13417.02,719.0,715.0,0.0,1.0,Individual,0.0,0.0,151625.0,52800.0,6.0,7980.0,25635.0,32.0,0.0,0.0,141.0,234.0,3.0,3.0,1.0,3.0,7.0,1.0,5.0,7.0,6.0,11.0,15.0,13.0,25.0,7.0,19.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,230903.0,75363.0,37700.0,92496.0,N,Cash,N,2,2016,8,1996,4,2017,10,2018
84657,25000.0,25000.0,25000.0, 60 months,6.49,489.04,< 1 year,MORTGAGE,54000.0,Source Verified,Fully Paid,n,debt_consolidation,MN,6.51,0.0,815.0,819.0,1.0,11.0,0.0,6338.0,8.2,26.0,w,0.0,0.0,28045.9122348992,28045.91,25000.0,3045.91,0.0,0.0,0.0,1883.72,829.0,825.0,0.0,1.0,Individual,0.0,0.0,142143.0,77000.0,5.0,12922.0,70662.0,8.2,0.0,0.0,152.0,355.0,7.0,7.0,5.0,7.0,0.0,0.0,1.0,1.0,6.0,15.0,5.0,6.0,16.0,1.0,11.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,225310.0,10266.0,77000.0,13500.0,N,Cash,N,2,2016,7,1986,9,2018,10,2018
21595,15000.0,15000.0,15000.0, 36 months,16.02,527.51,10+ years,RENT,58000.0,Source Verified,Charged Off,n,debt_consolidation,NY,12.44,0.0,710.0,714.0,3.0,14.0,0.0,4603.0,27.2,19.0,f,0.0,0.0,4720.89,4720.89,3095.23,1625.66,0.0,0.0,0.0,527.51,564.0,560.0,0.0,1.0,Individual,0.0,0.0,29022.0,16900.0,16.0,2073.0,9642.0,31.1,0.0,0.0,7.0,249.0,2.0,2.0,0.0,2.0,1.0,0.0,5.0,6.0,9.0,9.0,2.0,13.0,17.0,6.0,14.0,0.0,0.0,0.0,11.0,100.0,22.2,0.0,0.0,42691.0,29022.0,14000.0,25791.0,N,Cash,N,10,2017,1,1997,8,2018,1,2019
67876,19200.0,19200.0,19175.0, 36 months,10.49,623.96,5 years,RENT,40000.0,Not Verified,Fully Paid,n,major_purchase,NY,4.05,0.0,695.0,699.0,0.0,6.0,0.0,5707.0,35.2,24.0,f,0.0,0.0,20375.06,20348.53,19200.0,1175.06,0.0,0.0,0.0,3228.28,699.0,695.0,0.0,1.0,Individual,0.0,554.0,5707.0,16200.0,1.0,951.0,9293.0,38.0,0.0,0.0,86.0,173.0,9.0,9.0,0.0,9.0,24.0,0.0,5.0,5.0,5.0,15.0,1.0,6.0,22.0,5.0,6.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,16200.0,5707.0,15000.0,0.0,N,Cash,N,10,2014,5,2000,10,2015,11,2015
35121,18500.0,18500.0,18500.0, 36 months,7.9,578.87,6 years,RENT,46000.0,Source Verified,Fully Paid,n,debt_consolidation,VA,26.38,0.0,765.0,769.0,1.0,13.0,0.0,6118.0,26.8,35.0,w,0.0,0.0,19842.83,19842.83,18500.0,1342.83,0.0,0.0,0.0,12896.39,764.0,760.0,0.0,1.0,Individual,0.0,0.0,45289.0,22800.0,3.0,4117.0,523.0,25.3,0.0,0.0,143.0,152.0,4.0,4.0,0.0,152.0,4.0,0.0,1.0,5.0,1.0,7.0,17.0,9.0,18.0,5.0,13.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,71484.0,45289.0,700.0,48684.0,N,Cash,N,3,2014,7,2001,4,2015,2,2019
34188,35000.0,35000.0,35000.0, 36 months,15.49,1221.71,10+ years,MORTGAGE,63400.0,Source Verified,Current,n,house,WI,16.41,0.0,695.0,699.0,1.0,15.0,0.0,14880.0,50.6,15.0,f,27701.97,27701.97,10935.15,10935.15,7298.03,3637.12,0.0,0.0,0.0,1221.71,664.0,660.0,0.0,1.0,Individual,0.0,0.0,62179.0,29400.0,3.0,4145.0,8270.0,59.5,0.0,0.0,44.0,99.0,10.0,10.0,0.0,31.0,2.0,0.0,3.0,4.0,4.0,4.0,7.0,7.0,7.0,4.0,15.0,0.0,0.0,0.0,1.0,86.7,25.0,0.0,0.0,91907.0,62179.0,20400.0,62281.0,N,Cash,N,5,2018,3,2007,2,2019,2,2019
96279,35000.0,35000.0,35000.0, 36 months,16.49,1238.98,7 years,OWN,110000.0,Verified,Fully Paid,n,debt_consolidation,SC,21.81,0.0,690.0,694.0,0.0,18.0,0.0,26761.0,59.3,35.0,f,0.0,0.0,37229.13,37229.13,35000.0,2229.13,0.0,0.0,0.0,16031.63,699.0,695.0,0.0,1.0,Individual,0.0,0.0,50658.0,45100.0,5.0,2980.0,8650.0,63.7,0.0,0.0,183.0,176.0,8.0,8.0,0.0,8.0,15.0,0.0,5.0,10.0,6.0,12.0,13.0,15.0,22.0,10.0,18.0,0.0,0.0,0.0,3.0,91.2,33.3,0.0,0.0,104602.0,50658.0,23800.0,59502.0,N,Cash,N,10,2014,7,1999,3,2015,2,2019
40236,4000.0,4000.0,4000.0, 36 months,16.02,140.67,3 years,MORTGAGE,80000.0,Source Verified,Current,n,debt_consolidation,CA,33.21,0.0,690.0,694.0,0.0,15.0,0.0,9139.0,81.6,20.0,w,2237.54,2237.54,2528.5,2528.5,1762.46,766.04,0.0,0.0,0.0,140.67,714.0,710.0,0.0,1.0,Individual,0.0,0.0,639595.0,11200.0,3.0,42640.0,36.0,99.5,0.0,0.0,179.0,181.0,9.0,9.0,2.0,78.0,9.0,0.0,1.0,2.0,1.0,3.0,12.0,3.0,6.0,2.0,15.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,631582.0,214840.0,7000.0,186882.0,N,Cash,N,8,2017,7,2002,2,2019,2,2019
96312,14000.0,14000.0,14000.0, 60 months,14.85,331.96,10+ years,MORTGAGE,80000.0,Source Verified,Charged Off,n,other,CT,13.74,1.0,670.0,674.0,1.0,9.0,0.0,12673.0,98.2,26.0,w,0.0,0.0,3186.33,3186.33,1153.07,1196.68,0.0,836.58,150.5844,369.54,584.0,580.0,0.0,1.0,Individual,0.0,0.0,172408.0,12900.0,5.0,21551.0,119.0,98.8,0.0,0.0,110.0,182.0,5.0,5.0,1.0,5.0,5.0,0.0,5.0,6.0,5.0,15.0,3.0,7.0,22.0,6.0,9.0,0.0,0.0,0.0,2.0,88.5,100.0,0.0,0.0,253695.0,34197.0,10300.0,25000.0,N,Cash,N,0,2016,10,2000,7,2016,9,2018
41703,9500.0,9500.0,9500.0, 36 months,11.14,311.65,6 years,MORTGAGE,110000.0,Source Verified,Fully Paid,n,debt_consolidation,CA,8.2,0.0,690.0,694.0,0.0,9.0,0.0,7993.0,78.3,20.0,f,0.0,0.0,10804.5599940019,10804.56,9500.0,1304.56,0.0,0.0,0.0,5195.19,699.0,695.0,0.0,1.0,Individual,0.0,0.0,262907.0,9700.0,2.0,29212.0,1689.0,37.4,0.0,0.0,124.0,154.0,10.0,10.0,3.0,94.0,17.0,1.0,4.0,5.0,5.0,5.0,4.0,6.0,11.0,5.0,9.0,0.0,0.0,0.0,2.0,83.0,40.0,0.0,0.0,286633.0,29626.0,4700.0,30760.0,N,Cash,N,4,2013,8,2000,11,2014,11,2014
23702,3600.0,3600.0,3600.0, 36 months,5.32,108.42,10+ years,OWN,68000.0,Not Verified,Current,n,credit_card,IL,9.76,3.0,705.0,709.0,0.0,8.0,0.0,4863.0,22.2,34.0,w,1057.97,1057.97,2816.26,2816.26,2542.03,274.23,0.0,0.0,0.0,108.42,634.0,630.0,0.0,1.0,Individual,0.0,110.0,6693.0,21900.0,1.0,837.0,6923.0,37.1,0.0,0.0,166.0,131.0,1.0,1.0,1.0,29.0,8.0,0.0,2.0,6.0,3.0,9.0,15.0,7.0,18.0,6.0,8.0,0.0,0.0,0.0,1.0,91.2,33.3,0.0,0.0,31900.0,6693.0,11000.0,10000.0,N,Cash,N,0,2017,2,2003,2,2019,2,2019
32965,4000.0,4000.0,4000.0, 36 months,14.99,138.65,3 years,RENT,75000.0,Source Verified,Fully Paid,n,debt_consolidation,NY,3.06,0.0,680.0,684.0,0.0,5.0,0.0,2397.0,43.6,6.0,f,0.0,0.0,4621.102848463,4621.1,4000.0,621.1,0.0,0.0,0.0,2821.98,699.0,695.0,0.0,1.0,Individual,0.0,0.0,4455.0,5500.0,3.0,1114.0,3103.0,43.6,0.0,0.0,10.0,48.0,6.0,6.0,0.0,6.0,10.0,0.0,2.0,2.0,4.0,4.0,1.0,4.0,5.0,2.0,5.0,0.0,0.0,0.0,3.0,100.0,66.7,0.0,0.0,8500.0,4455.0,5500.0,3000.0,N,Cash,N,3,2017,3,2013,5,2018,2,2019
76408,28000.0,28000.0,28000.0, 36 months,8.46,883.38,5 years,MORTGAGE,100000.0,Source Verified,Current,n,home_improvement,OK,29.09,0.0,695.0,699.0,0.0,17.0,0.0,33053.0,44.7,44.0,w,25226.93,25226.93,3520.36,3520.36,2773.07,747.29,0.0,0.0,0.0,883.38,709.0,705.0,0.0,1.0,Individual,0.0,0.0,234288.0,74000.0,5.0,14643.0,20871.0,55.1,0.0,0.0,126.0,133.0,12.0,10.0,1.0,32.0,3.0,0.0,6.0,9.0,6.0,14.0,19.0,12.0,23.0,9.0,17.0,0.0,0.0,0.0,4.0,100.0,33.3,0.0,0.0,305669.0,107209.0,46500.0,96669.0,N,Cash,N,10,2018,9,2007,2,2019,2,2019
78576,10800.0,10800.0,10800.0, 36 months,10.47,350.88,4 years,RENT,75000.0,Source Verified,Current,n,credit_card,NY,23.94,0.0,685.0,689.0,0.0,17.0,1.0,10434.0,26.2,21.0,f,9759.88,9759.88,1409.81,1409.81,1040.12,369.69,0.0,0.0,0.0,350.88,714.0,710.0,0.0,1.0,Individual,0.0,0.0,69388.0,39900.0,10.0,4956.0,16346.0,26.0,0.0,0.0,67.0,122.0,2.0,2.0,0.0,5.0,7.0,0.0,3.0,7.0,6.0,6.0,6.0,14.0,15.0,7.0,17.0,0.0,0.0,0.0,7.0,100.0,0.0,1.0,0.0,108511.0,69388.0,22100.0,68611.0,N,Cash,N,10,2018,7,2008,2,2019,2,2019
59291,10000.0,10000.0,10000.0, 36 months,6.39,305.99,4 years,MORTGAGE,140000.0,Not Verified,Fully Paid,n,home_improvement,FL,4.34,0.0,720.0,724.0,1.0,6.0,0.0,804.0,5.2,16.0,w,0.0,0.0,11008.5242483314,11008.52,10000.0,1008.52,0.0,0.0,0.0,305.97,709.0,705.0,0.0,1.0,Individual,0.0,0.0,151218.0,15400.0,2.0,25203.0,13346.0,0.4,0.0,0.0,380.0,247.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,6.0,4.0,6.0,2.0,6.0,0.0,0.0,0.0,2.0,81.2,0.0,0.0,0.0,196254.0,9382.0,13400.0,22771.0,N,Cash,N,3,2015,7,1983,3,2018,3,2018
93086,15000.0,15000.0,15000.0, 36 months,11.53,494.86,< 1 year,MORTGAGE,68000.0,Verified,Fully Paid,n,debt_consolidation,TX,6.78,0.0,660.0,664.0,1.0,9.0,1.0,9530.0,48.4,21.0,f,0.0,0.0,17728.000595468202,17728.0,15000.0,2728.0,0.0,0.0,0.0,3386.67,659.0,655.0,0.0,1.0,Individual,0.0,0.0,13098.0,19700.0,6.0,1455.0,8476.0,52.4,0.0,0.0,121.0,129.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,5.0,6.0,7.0,9.0,8.0,11.0,5.0,9.0,0.0,0.0,0.0,3.0,94.7,16.7,1.0,0.0,24100.0,13098.0,17800.0,4400.0,N,Cash,N,8,2015,11,2004,2,2018,2,2018
20979,12000.0,12000.0,12000.0, 36 months,11.47,395.55,4 years,MORTGAGE,104760.96,Not Verified,Charged Off,n,debt_consolidation,TX,28.51,0.0,700.0,704.0,1.0,8.0,0.0,13647.0,79.8,30.0,w,0.0,0.0,11878.63,11878.63,9699.82,2159.03,19.78,0.0,0.0,395.55,544.0,540.0,0.0,1.0,Individual,0.0,0.0,214045.0,17100.0,8.0,26756.0,2193.0,82.2,0.0,0.0,174.0,228.0,5.0,5.0,2.0,31.0,5.0,0.0,2.0,3.0,2.0,4.0,22.0,3.0,6.0,3.0,8.0,0.0,0.0,0.0,4.0,100.0,50.0,0.0,0.0,236449.0,86069.0,12300.0,89349.0,N,Cash,N,1,2016,1,1997,7,2018,1,2019
9051,18000.0,18000.0,18000.0, 36 months,7.89,563.15,4 years,RENT,86000.0,Source Verified,Fully Paid,n,credit_card,FL,15.92,0.0,680.0,684.0,0.0,8.0,0.0,20863.0,64.0,13.0,w,0.0,0.0,20065.4810225228,20065.48,18000.0,2065.48,0.0,0.0,0.0,6557.77,689.0,685.0,0.0,1.0,Individual,0.0,0.0,32506.0,32600.0,2.0,4644.0,9637.0,68.4,0.0,0.0,15.0,103.0,23.0,15.0,0.0,23.0,9.0,0.0,4.0,4.0,4.0,5.0,1.0,6.0,11.0,4.0,8.0,0.0,0.0,0.0,0.0,92.3,0.0,0.0,0.0,51652.0,32506.0,30500.0,19052.0,N,Cash,N,9,2015,1,2007,10,2017,8,2018
64508,10975.0,10975.0,10925.0, 60 months,20.49,293.78,4 years,MORTGAGE,55000.0,Source Verified,Charged Off,n,debt_consolidation,MO,10.34,0.0,660.0,664.0,1.0,11.0,1.0,1793.0,17.4,24.0,f,0.0,0.0,5875.6,5848.83,2510.84,3364.76,0.0,0.0,0.0,293.78,584.0,580.0,0.0,1.0,Individual,0.0,0.0,41886.0,10300.0,2.0,3808.0,3991.0,27.4,0.0,0.0,123.0,133.0,15.0,8.0,2.0,15.0,5.0,6.0,3.0,5.0,4.0,13.0,4.0,9.0,18.0,5.0,11.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,52015.0,41886.0,5500.0,41715.0,N,Cash,Y,3,2014,2,2003,11,2015,2,2019
11568,8325.0,8325.0,8325.0, 36 months,18.49,303.02,3 years,RENT,25000.0,Not Verified,Fully Paid,n,debt_consolidation,LA,16.9,0.0,660.0,664.0,1.0,8.0,0.0,3048.0,50.0,13.0,w,0.0,0.0,10908.6721882704,10908.67,8325.0,2583.67,0.0,0.0,0.0,302.97,644.0,640.0,0.0,1.0,Individual,0.0,0.0,8849.0,6100.0,1.0,1106.0,201.0,85.6,0.0,0.0,52.0,64.0,22.0,22.0,0.0,28.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,7.0,9.0,5.0,8.0,0.0,0.0,0.0,0.0,84.0,100.0,0.0,0.0,19760.0,8849.0,1400.0,13660.0,N,Cash,N,11,2012,7,2007,11,2015,11,2018
47734,21000.0,21000.0,21000.0, 36 months,8.9,666.82,7 years,MORTGAGE,110000.0,Verified,Fully Paid,n,debt_consolidation,AZ,14.5,0.0,730.0,734.0,0.0,19.0,1.0,9381.0,25.1,35.0,f,0.0,0.0,23760.3000091182,23760.3,21000.0,2760.3,0.0,0.0,0.0,7089.8,729.0,725.0,0.0,1.0,Individual,0.0,0.0,245374.0,37400.0,4.0,12914.0,14819.0,38.8,0.0,0.0,148.0,150.0,7.0,7.0,3.0,7.0,8.0,0.0,4.0,4.0,8.0,12.0,15.0,10.0,17.0,4.0,19.0,0.0,0.0,0.0,2.0,100.0,12.5,0.0,1.0,307058.0,33842.0,24200.0,53684.0,N,Cash,N,0,2014,6,2001,2,2016,4,2016
40215,8000.0,8000.0,8000.0, 36 months,13.35,270.91,4 years,RENT,65560.0,Not Verified,Fully Paid,n,debt_consolidation,NJ,14.48,0.0,670.0,674.0,1.0,11.0,0.0,9774.0,60.7,27.0,w,0.0,0.0,8988.63,8988.63,8000.0,988.63,0.0,0.0,0.0,5743.64,574.0,570.0,0.0,1.0,Individual,0.0,0.0,13819.0,16100.0,7.0,1256.0,1141.0,78.1,0.0,0.0,22.0,102.0,5.0,5.0,0.0,5.0,5.0,0.0,4.0,9.0,4.0,18.0,1.0,10.0,26.0,9.0,11.0,0.0,0.0,0.0,3.0,100.0,75.0,0.0,0.0,26503.0,13819.0,5200.0,10403.0,N,Cash,N,9,2014,3,2006,11,2015,2,2019
52926,10000.0,10000.0,10000.0, 36 months,8.81,317.12,6 years,MORTGAGE,40000.0,Source Verified,Fully Paid,n,debt_consolidation,MI,12.69,0.0,675.0,679.0,1.0,8.0,1.0,4276.0,21.8,11.0,w,0.0,0.0,10003.1802777775,10003.18,10000.0,3.18,0.0,0.0,0.0,10012.97,679.0,675.0,0.0,1.0,Individual,0.0,0.0,141696.0,19600.0,6.0,17712.0,9584.0,14.4,0.0,0.0,123.0,122.0,5.0,5.0,1.0,5.0,1.0,0.0,2.0,4.0,2.0,4.0,2.0,6.0,8.0,4.0,8.0,0.0,0.0,0.0,3.0,90.0,0.0,1.0,0.0,161618.0,9301.0,11200.0,7500.0,N,Cash,N,11,2018,8,2008,11,2018,0,2019
73396,32000.0,32000.0,32000.0, 60 months,16.01,778.35,10+ years,MORTGAGE,97000.0,Verified,Current,n,debt_consolidation,NY,24.92,0.0,660.0,664.0,0.0,14.0,0.0,33979.0,71.5,28.0,w,28267.17,28267.17,7726.58,7726.58,3732.83,3993.75,0.0,0.0,0.0,778.35,699.0,695.0,0.0,1.0,Individual,0.0,0.0,136835.0,47500.0,7.0,9774.0,10142.0,73.7,0.0,0.0,117.0,149.0,6.0,6.0,4.0,6.0,12.0,0.0,8.0,9.0,9.0,11.0,10.0,10.0,14.0,9.0,14.0,0.0,0.0,0.0,4.0,100.0,77.8,0.0,0.0,176976.0,65953.0,38500.0,53876.0,N,DirectPay,N,4,2018,10,2005,2,2019,2,2019
54499,30000.0,30000.0,30000.0, 36 months,20.0,1114.91,10+ years,MORTGAGE,120000.0,Verified,Fully Paid,n,debt_consolidation,CA,19.42,0.0,705.0,709.0,1.0,6.0,0.0,253820.0,96.7,16.0,w,0.0,0.0,32848.7915495175,32848.79,30000.0,2848.79,0.0,0.0,0.0,27340.91,689.0,685.0,0.0,1.0,Individual,0.0,0.0,944716.0,256000.0,5.0,157453.0,1201.0,96.7,0.0,0.0,13.0,186.0,6.0,6.0,5.0,31.0,4.0,0.0,2.0,4.0,2.0,7.0,1.0,4.0,10.0,4.0,6.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,956100.0,253820.0,36000.0,0.0,N,Cash,N,10,2017,4,2002,4,2018,4,2018
30964,20400.0,20400.0,20150.0, 60 months,23.13,576.62,10+ years,MORTGAGE,63000.0,Source Verified,Fully Paid,n,debt_consolidation,SC,35.58,0.0,725.0,729.0,1.0,9.0,0.0,9615.0,37.0,22.0,w,0.0,0.0,28548.766633334,28198.9,20400.0,8148.77,0.0,0.0,0.0,15915.56,774.0,770.0,0.0,1.0,Individual,0.0,0.0,137211.0,26000.0,6.0,15246.0,6000.0,0.0,0.0,0.0,114.0,69.0,2.0,2.0,0.0,52.0,2.0,0.0,0.0,2.0,2.0,4.0,11.0,5.0,11.0,2.0,9.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,167700.0,137211.0,6000.0,141700.0,N,Cash,N,4,2016,9,2006,3,2018,3,2018
67493,15000.0,15000.0,15000.0, 36 months,7.62,467.43,6 years,RENT,70000.0,Not Verified,Fully Paid,n,other,CA,24.21,0.0,750.0,754.0,0.0,11.0,0.0,10323.0,19.1,24.0,f,0.0,0.0,16340.3657644839,16340.37,15000.0,1340.37,0.0,0.0,0.0,8408.89,739.0,735.0,0.0,1.0,Individual,0.0,0.0,87170.0,54100.0,2.0,8717.0,41277.0,20.0,0.0,0.0,147.0,155.0,10.0,10.0,0.0,10.0,10.0,0.0,2.0,2.0,5.0,10.0,10.0,8.0,14.0,2.0,11.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,134231.0,87170.0,51600.0,80131.0,N,Cash,N,9,2012,0,2000,3,2014,9,2015
96065,4800.0,4800.0,4800.0, 36 months,7.97,150.35,3 years,MORTGAGE,40000.0,Not Verified,Current,n,credit_card,FL,22.11,0.0,730.0,734.0,1.0,20.0,0.0,5070.0,20.9,25.0,w,2542.78,2542.78,2702.05,2702.05,2257.22,444.83,0.0,0.0,0.0,150.35,744.0,740.0,0.0,1.0,Individual,0.0,0.0,69895.0,24300.0,5.0,3495.0,14989.0,25.1,0.0,0.0,96.0,74.0,6.0,6.0,0.0,6.0,2.0,0.0,3.0,4.0,5.0,6.0,14.0,9.0,11.0,4.0,20.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,93094.0,69895.0,20000.0,68794.0,N,Cash,N,8,2017,8,2009,2,2019,2,2019
97495,25000.0,25000.0,25000.0, 60 months,24.84,731.44,4 years,MORTGAGE,75000.0,Verified,Current,n,debt_consolidation,NC,27.02,1.0,675.0,679.0,0.0,14.0,0.0,31894.0,62.8,16.0,w,22649.91,22649.91,7279.9,7279.9,2350.09,4929.81,0.0,0.0,0.0,731.44,694.0,690.0,0.0,1.0,Individual,0.0,0.0,59004.0,50800.0,6.0,4215.0,943.0,79.0,0.0,0.0,40.0,68.0,13.0,12.0,0.0,37.0,12.0,0.0,2.0,5.0,2.0,3.0,3.0,11.0,13.0,5.0,14.0,0.0,0.0,0.0,1.0,81.3,50.0,0.0,0.0,98883.0,59004.0,4500.0,48083.0,N,Cash,N,4,2018,7,2012,2,2019,2,2019
43190,4150.0,4150.0,4150.0, 36 months,23.99,162.8,3 years,RENT,25800.0,Not Verified,Charged Off,n,home_improvement,NV,34.65,0.0,660.0,664.0,1.0,5.0,0.0,5672.0,70.9,5.0,w,0.0,0.0,2567.0,2567.0,1270.83,1040.16,0.0,256.01,46.0818,162.8,549.0,545.0,0.0,1.0,Individual,0.0,0.0,39672.0,8000.0,4.0,7934.0,2041.0,70.0,0.0,0.0,0.0,48.0,5.0,0.0,0.0,5.0,0.0,0.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,4.0,100.0,33.3,0.0,0.0,41996.0,39672.0,6800.0,33996.0,N,Cash,N,6,2015,5,2011,8,2016,6,2018
63634,6400.0,6400.0,6400.0, 36 months,8.99,203.49,7 years,RENT,65000.0,Not Verified,Current,n,debt_consolidation,FL,24.57,1.0,705.0,709.0,0.0,21.0,0.0,14117.0,24.5,50.0,f,1189.88,1189.88,6098.31,6098.31,5210.12,888.19,0.0,0.0,0.0,203.49,714.0,710.0,0.0,1.0,Individual,0.0,0.0,51056.0,57600.0,9.0,2553.0,17461.0,38.5,0.0,0.0,218.0,419.0,4.0,4.0,2.0,6.0,7.0,2.0,7.0,11.0,7.0,16.0,15.0,18.0,33.0,11.0,21.0,0.0,0.0,1.0,5.0,92.0,14.3,0.0,0.0,114676.0,51056.0,28400.0,57076.0,N,Cash,N,8,2016,9,1981,2,2019,2,2019
95179,12000.0,12000.0,12000.0, 36 months,11.47,395.55,9 years,RENT,39000.0,Verified,Fully Paid,n,debt_consolidation,MA,22.8,0.0,675.0,679.0,0.0,7.0,0.0,12630.0,58.7,20.0,f,0.0,0.0,13279.5002121321,13279.5,12000.0,1279.5,0.0,0.0,0.0,8540.55,734.0,730.0,0.0,1.0,Individual,0.0,0.0,22540.0,21500.0,3.0,3757.0,1286.0,87.1,0.0,0.0,151.0,138.0,13.0,10.0,0.0,13.0,10.0,0.0,3.0,5.0,3.0,6.0,7.0,6.0,13.0,5.0,7.0,0.0,0.0,0.0,1.0,90.0,100.0,0.0,0.0,34714.0,22540.0,10000.0,13214.0,N,Cash,N,5,2016,9,2003,6,2017,6,2017
89749,2000.0,2000.0,2000.0, 36 months,12.79,67.19,1 year,MORTGAGE,56160.0,Verified,Fully Paid,n,vacation,OH,23.48,2.0,670.0,674.0,0.0,23.0,1.0,8040.0,54.3,39.0,w,0.0,0.0,2403.4622531842,2403.46,2000.0,403.46,0.0,0.0,0.0,522.4,664.0,660.0,0.0,1.0,Individual,0.0,328.0,142417.0,14800.0,7.0,6192.0,3085.0,69.5,0.0,0.0,129.0,108.0,2.0,2.0,1.0,2.0,7.0,0.0,4.0,6.0,5.0,5.0,25.0,7.0,13.0,6.0,23.0,0.0,0.0,0.0,2.0,94.7,60.0,0.0,1.0,152757.0,65456.0,10100.0,60585.0,N,Cash,N,7,2016,10,2005,0,2019,1,2019
7892,6000.0,6000.0,6000.0, 36 months,7.99,188.0,10+ years,RENT,52000.0,Source Verified,Fully Paid,n,small_business,FL,24.66,1.0,730.0,734.0,1.0,7.0,0.0,7894.0,30.4,13.0,w,0.0,0.0,6604.0591620311,6604.06,6000.0,604.06,0.0,0.0,0.0,3037.39,724.0,720.0,0.0,1.0,Individual,0.0,0.0,30512.0,26000.0,2.0,4359.0,18106.0,30.4,0.0,0.0,121.0,144.0,9.0,9.0,0.0,9.0,5.0,0.0,3.0,3.0,3.0,5.0,7.0,3.0,5.0,3.0,7.0,0.0,0.0,0.0,1.0,92.3,0.0,0.0,0.0,87199.0,30512.0,26000.0,61199.0,N,Cash,N,7,2016,2,2004,3,2018,2,2019
